main.SlaveAbstract.noAlarmState|Pas d'alarmes configurées|No configured alarms|Sin alarmas configuradas|Keine konfigurierten Alarme
main.AlarmList.slaveDesignation|Désignation de l'appareil|Designation of the device|Designación del dispositivo|Bezeichnung des Gerätes
main.AlarmList.sameComment|Appliquer le même commentaire à toutes les alarmes|Apply the same comment to all alarms|Aplica el mismo comentario a todas las alarmas|Wende den gleichen Kommentar auf alle Alarme an
main.AlarmList.channelDesignation|Désignation de la voie|Designation of the way|Designación del camino|Bezeichnung des Weges
main.AlarmList.ack|Acquitter|pay|pagar|zahlen
main.AlarmList.filterUnacked|Alarmes non acquittées|Unpaid alarms|Alarmas impagas|Unbezahlte Alarme
main.AlarmList.filterAcked|Alarmes acquittées|Acknowledged alarms|Alarmas reconocidas|Bestätigte Alarme
main.AlarmList.filterNone|Toutes les alarmes|All alarms|Todas las alarmas|Alle Alarme
main.AlarmList.modalTitle|Identification et Commentaires|Identification and Comments|Identificación y comentarios|Identifikation und Kommentare
main.AlarmList.passwordLabel|Votre mot de passe|Your password|su contraseña|Dein Passwort
main.AlarmList.ackPending|Acquittement en cours...|Acquittal in progress ...|Absoluto en progreso ...|Freispruch läuft ...
main.AlarmList.modalSubtitle|Laissez un message avant d'acquitter l'alarme|Leave a message before acknowledging the alarm|Deje un mensaje antes de reconocer la alarma|Hinterlassen Sie eine Nachricht, bevor Sie den Alarm bestätigen
main.AlarmList.oneAckAlarm|Veuillez sélectionner au moins une alarme à acquitter|Please select at least one alarm to acknowledge|Seleccione al menos una alarma para confirmar|Bitte wählen Sie mindestens einen Alarm aus, der bestätigt werden soll
main.AlarmList.justificationLabel|Justification de l'acquittement|Justification of the acquittal|Justificación de la absolución|Begründung des Freispruchs
main.AlarmList.justificationDesc|La justification est obligatoire|Justification is mandatory|La justificación es obligatoria|Begründung ist obligatorisch
main.AlarmItem.CONFIRMED_CONFIGURATION|Configuration confirmée|Configuration confirmed|Configuración confirmada|Konfiguration bestätigt
main.AlarmList.passwordDesc|Merci de vous identifier avant de procéder a l'acquittement des alarmes|Please identify yourself before proceeding to acknowledge the alarms|Identifíquese antes de proceder a confirmar las alarmas|Bitte identifizieren Sie sich, bevor Sie die Alarme bestätigen
main.AlarmList.error_invalid_fields|Tous les champs doivent obligatoirement être renseignés.|All fields must be filled in.|Todos los campos deben ser completados|Alle Felder müssen ausgefüllt werden.
main.AlarmItem.CAMPAGNE_END|Arret de campagne|Campaign stop|Campaña parada|Kampagnenstopp
main.AlarmItem.BLE_STOP_CAMPAGNE|Arret de campagne via application mobile|Campaign stop via mobile application|Campaña parada a través de la aplicación móvil|Kampagnenstopp über mobile Anwendung
main.AlarmItem.UNKNOWN_DATAS_CONFIGURATION_A|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.AlarmItem.UNKNOWN_DATAS_CONFIGURATION_B|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.AlarmItem.UNKNOWN_DATAS_CONFIGURATION_C|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.AlarmItem.CAMPAGNE_STARTED|Démarrage de la campagne|Start of the campaign|Inicio de la campaña|Beginn der Kampagne
main.AlarmItem.BLE_UNLOAD|Déchargement de données via application mobile|Downloading data via mobile app|Descargar datos a través de la aplicación móvil|Herunterladen von Daten über die mobile App
main.DateFilterList.TODAY|Aujourd'hui|Today|hoy|heute
main.AlarmItem.ANNUL_CONFIG|Annulation de la configuration via application mobile|Canceling the configuration via mobile app|Cancelando la configuración a través de la aplicación móvil|Abbrechen der Konfiguration über die mobile App
main.DateFilterList.LATEST|Dernières données|Latest data|Últimos datos|Neueste Daten
main.DateFilterList.YESTERDAY|Depuis Hier|Since yesterday|Desde ayer|Seit gestern
main.DateFilterList.WEEK|7 derniers jours|Last 7 days|Los últimos 7 días|Letzte 7 Tage
main.DateFilterList.UNACKED|Alarmes non acquittées|Unpaid alarms|Alarmas impagas|Unbezahlte Alarme
main.DateFilterList.ACKED|Alarmes acquittées|Acknowledged alarms|Alarmas reconocidas|Bestätigte Alarme
main.DateFilterList.ALL|Toutes les alarmes|All alarms|Todas las alarmas|Alle Alarme
main.UnloadList.unload|Décharger|DÃ © charge|DÃ © cargo|DÃ © Gebühr
main.UnloadList.unloadTitle|Déchargement|Detail © loading|Detalle de carga ©|Detail © Laden
main.DateFilterList.MONTH|30 derniers jours|Last 30 days|Últimos 30 días|Letzte 30 Tage
main.DateFilterList.INTERVAL|Entre deux dates|Between two dates|Entre dos fechas|Zwischen zwei Daten
main.AlarmItem.INCOHERENT_CHANNELS_COUNT|Configuration de l'appareil et données reçues incohérentes|Device configuration and data received inconsistently|Configuración del dispositivo y datos recibidos de manera inconsistente|Gerätekonfiguration und Daten wurden nicht konsistent empfangen
main.UnloadList.modalTitle|Déchargement en cours|Unloading in progress|Descarga en progreso|Entladen läuft
main.UnloadList.unloadSubtitle|Sélectionner les appareils à décharger|Select devices to unload|Seleccionar dispositivos para descargar|Wählen Sie die zu entladenden Geräte aus
main.LogEventList.user|Utilisateur|User|usuario|Benutzer
main.UnloadList.modalSubtitle1|Cette opération peut durer quelques minutes.|This operation may take a few minutes.|Esta operación puede tomar unos minutos.|Dieser Vorgang kann einige Minuten dauern.
main.LogEventList.source|Source|Source|fuente|Quelle
main.UnloadList.oneUnload|Veuillez sélectionner au moins un appareil|Please select at least one device|Seleccione al menos un dispositivo|Bitte wählen Sie mindestens ein Gerät aus
main.LogEventList.description|Description|Description|descripción|Beschreibung
main.LogEventList.category|Catégorie|Categories © gory|Categorías © sangriento|Kategorien © gory
main.LogEventList.comment|Commentaire|Comment|comentario|Kommentar
main.LogEventList.events|Journal des évènements|Event Diary|Diario del evento|Ereignis-Tagebuch
main.LogEventList.CONFIRMED_CONFIGURATION|Configuration confirmée|Configuration confirmed|Configuración confirmada|Konfiguration bestätigt
main.UnloadList.modalSubtitle2|Vous pouvez continuer à utiliser l'application pendant la mise à jour des données|You can continue using the application while updating data|Puede seguir usando la aplicación mientras actualiza los datos|Sie können die Anwendung weiterhin verwenden, während Sie Daten aktualisieren
main.LogEventList.BLE_STOP_CAMPAGNE|Arret de campagne via application mobile|Campaign stop via mobile application|Campaña parada a través de la aplicación móvil|Kampagnenstopp über mobile Anwendung
main.LogEventList.CAMPAGNE_END|Arret de campagne|Campaign stop|Campaña parada|Kampagnenstopp
main.LogEventList.CAMPAGNE_STARTED|Démarrage de la campagne|Start of the campaign|Inicio de la campaña|Beginn der Kampagne
main.LogEventList.BLE_UNLOAD|Déchargement de données via application mobile|Downloading data via mobile app|Descargar datos a través de la aplicación móvil|Herunterladen von Daten über die mobile App
main.LogEventList.ANNUL_CONFIG|Annulation de la configuration via application mobile|Canceling the configuration via mobile app|Cancelando la configuración a través de la aplicación móvil|Abbrechen der Konfiguration über die mobile App
main.LogEventList.UNKNOWN_DATAS_CONFIGURATION_A|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.LogEventList.UNKNOWN_DATAS_CONFIGURATION_B|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.LogEventList.UNKNOWN_DATAS_CONFIGURATION_C|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.LogEventList.INCOHERENT_CHANNELS_COUNT|Configuration de l'appareil et données reçues incohérentes|Device configuration and data received inconsistently|Configuración del dispositivo y datos recibidos de manera inconsistente|Gerätekonfiguration und Daten wurden nicht konsistent empfangen
main.AdminLogEventList.source|Source|Source|fuente|Quelle
main.AdminLogEventList.category|Catégorie|Categories © gory|Categorías © sangriento|Kategorien © gory
main.AdminLogEventList.description|Description|Description|descripción|Beschreibung
main.AdminLogEventList.comment|Commentaire|Comment|comentario|Kommentar
main.AdminLogEventList.admin_logs_USER_CONNECTION| |||
main.AdminLogEventList.user|Utilisateur|User|usuario|Benutzer
main.AdminLogEventList.admin_logs_USER_DECONNEXION| |||
main.AdminLogEventList.events|Journal des évènements - Administration|Event Log - Administration|Registro de eventos - Administración|Ereignisprotokoll - Administration
main.AdminLogEventList.admin_logs_SITE_DELETION|Suppression du site|Deleting the site|Eliminar el sitio|Löschen der Site
main.AdminLogEventList.errorLoadingLogs|Une erreur lors de la récupération des logs. Merci de réssayer plus tard...|An error during the recovery of the logs. |Un error durante la recuperación de los registros. |Ein Fehler bei der Wiederherstellung der Protokolle. 
main.ReportingPage.title|Exportation des données|Exporting data|Exportar datos|Daten exportieren
main.ReportingPage.fileTypePDF|PDF|PDF|PDF|PDF
main.AdminLogEventList.admin_logs_SITE_CREATION|Création d'un nouveau site sur le portail web:|Creation of a new website on the web portal:|Creación de un nuevo sitio web en el portal web:|Erstellung einer neuen Website im Webportal:
main.ReportingPage.fileTypeCSV|CSV|CSV|CSV|CSV
main.ReportingPage.fileType|Type de fichier|File type|Tipo de archivo|Dateityp
main.AdminLogEventList.admin_logs_AUTH_ECHEC|Un utilisateur a échoué à se connecter a 4 reprises. Ce compte a été bloqué pour des raisons de sécurité pour 10 mins.|A user has failed to log in 4 times. |Un usuario no ha podido iniciar sesión 4 veces. |Ein Benutzer konnte sich 4 Mal nicht anmelden. 
main.ReportingPage.pdfOption|Options PDF|PDF options|Opciones de PDF|PDF-Optionen
main.ReportingPage.pdfOptionCharts|Inclure les graphiques|Include graphics|Incluir gráficos|Grafiken einbeziehen
main.ReportingPage.moreSettings|Configuration des appareils|Device configuration|Configuración del dispositivo|Gerätekonfiguration
main.ReportingPage.pdfOptionPreview|Prévisualiser le fichier|Preview file|Archivo de vista previa|Vorschaudatei
main.ReportingPage.moreLogevents|Journal des événements|Event Diary|Diario del evento|Ereignis-Tagebuch
main.ReportingPage.moreTable|Tableaux de valeurs|Tables of values|Tablas de valores|Werttabellen
main.ReportingPage.export|Exporter|Export|exportación|Export
main.ReportingPage.more|Données à intégrer au rapport|Data to be included in the report|Datos que se incluirán en el informe|Daten, die in den Bericht aufgenommen werden sollen
main.ReportingPage.moreAlarm|Journal des alarmes|Alarm Log|Registro de alarma|Alarmprotokoll
main.ReportingPage.moreStats|Tableaux de statistiques|Statistical tables|Tablas estadísticas|Statistische Tabellen
main.ChannelItem.channel|Voie|way|camino|Weg
main.ReportingPage.next|Suivant >|Next>|Siguiente>|Weiter>
main.ReportingPage.moreSignatures|**Signatures (cfr21)|** Signatures (cfr21)|** Firmas (cfr21)|** Unterschriften (cfr21)
main.ChannelItem.channelInternal|interne|internal|interna|intern
main.ReportingPage.period|Période à exporter|Period to export|Periodo para exportar|Zeitraum zum Exportieren
main.ReportingPage.previous|< Précédent|<Previous|<Anterior|<Vorherige
main.ModalMessage.httpForbiddenTitle|Accès refusé|Access denied|Acceso denegado|Zugriff verweigert
main.ModalMessage.httpErrorTitle|**Erreur de connexion au serveur|** Error connecting to the server|** Error al conectarse al servidor|** Fehler beim Verbinden mit dem Server
main.ModalMessage.httpErrorBody|**Une erreur de communication avec le serveur est arrivé. Merci de réssayer plus tard.|** A communication error with the server has arrived. |** Ha llegado un error de comunicación con el servidor. |** Ein Kommunikationsfehler mit dem Server ist angekommen. 
main.ModalMessage.httpForbiddenBody|Vous ne disposez pas des autorisations nécessaires pour accéder à cette fonctionnalité. Veuillez contacter votre administrateur.|You do not have the necessary permissions to access this feature. |No tienes los permisos necesarios para acceder a esta función. |Sie verfügen nicht über die erforderlichen Berechtigungen, um auf diese Funktion zuzugreifen. 
main.Tooltip.WS_SITE_UNLOAD_SLAVE_START|Déchargement en cours...|Unloading ...|Descargando ...|Entladen ...
main.ModalMessage.httpSignaturePostError|**Une erreur est arrivée lors de l'enregistrement des signatures. Merci de réessayer plus tard.|** An error occurred while saving signatures. |** Se produjo un error al guardar las firmas. |** Beim Speichern von Signaturen ist ein Fehler aufgetreten. 
main.Tooltip.WS_SITE_UNLOAD_SLAVE_SUCCESS|Déchargement effectué avec succés|Successfully unloaded|Descargado con éxito|Erfolgreich entladen
main.Tooltip.DEVICE_DISCONNECTED|Le Logiciel CTS-RF ne semble pas connecté au CLOUD|CTS-RF Software does not appear to be connected to CLOUD|El software CTS-RF no parece estar conectado a CLOUD|Die CTS-RF-Software scheint nicht mit CLOUD verbunden zu sein
main.Tooltip.WS_SITE_ALARM_ACK_START|Acquittement des alarmes en cours...|Acknowledging alarms ...|Reconociendo alarmas ...|Alarme bestätigen ...
main.Tooltip.WS_SITE_UNLOAD_SLAVE_ERROR_408|Déchargement impossible :  le logiciel ne semble pas connecté au CLOUD|Unable to download: the software does not seem to be connected to CLOUD|No se puede descargar: el software no parece estar conectado a CLOUD|Herunterladen nicht möglich: Die Software scheint nicht mit CLOUD verbunden zu sein
main.Tooltip.WS_SITE_ALARM_ACK_SUCCESS|Acquittement des alarmes effectué avec succés|Acknowledging alarms successfully completed|Reconocimiento de alarmas completadas con éxito|Bestätigung, dass die Alarme erfolgreich abgeschlossen wurden
main.Tooltip.WS_SITE_ALARM_ACK_ERROR_408|Acquittement des alarmes impossible : le logiciel ne semble pas connecté au CLOUD|Acknowledgment of the alarms impossible: the software does not seem connected to the CLOUD|Reconocimiento de las alarmas imposibles: el software no parece estar conectado a la NUBE|Quittierung der Alarme unmöglich: Die Software scheint nicht mit der CLOUD verbunden zu sein
main.Tooltip.WS_SITE_ALARM_ACK_ERROR_undefined|Acquittement des alarmes impossible : Le serveur a rencontré une erreur inconnue|Acknowledgment of alarms not possible: The server has encountered an unknown error|Reconocimiento de alarmas no posibles: el servidor ha encontrado un error desconocido|Quittieren von Alarmen nicht möglich: Der Server hat einen unbekannten Fehler festgestellt
main.Tooltip.LICENSE_EXPIRATION_DAYS|Attention votre license arrive à expiration dans {1} jours|Warning your license expires in {1} days|Advertencia de que su licencia caduca en {1} días|Warnung, dass Ihre Lizenz in {1} Tagen abläuft
main.ReportingSlaveList.title|Exportation des données - Choix des appareils à exporter|Exporting data - Choosing devices to export|Exportar datos: elegir dispositivos para exportar|Daten exportieren - Auswahl der zu exportierenden Geräte
main.LicenseDetail.licenseCode|Code d'abonnement|Subscription code|Código de suscripción|Abonnementcode
main.LicenseDetail.activationType|Type d'abonnement|Subscription type|Tipo de suscripción|Abonnementtyp
main.LicenseDetail.level|Niveau d'abonnement|Subscription level|Nivel de suscripción|Abonnement-Ebene
main.Tooltip.WS_SITE_ALARM_ACK_ERROR_403|Acquittement des alarmes impossible : Action non autorisée.|Acknowledgment of alarms impossible: Action not allowed.|Reconocimiento de alarmas imposibles: acción no permitida.|Quittierung der Alarme unmöglich: Aktion nicht erlaubt.
main.LicenseDetail.expirationDate|Date d'expiration|Expiration date|Fecha de caducidad|Ablaufdatum
main.LicenseDetail.maxDevices|Nombre d'enregistreurs|Number of recorders|Cantidad de grabadoras|Anzahl der Recorder
main.LicenseDetail.licenceFeature|Caractéristiques de l'abonnement|Characteristics of the subscription|Características de la suscripción|Merkmale des Abonnements
main.LicenseDetail.maxReadData|Consultation des données|Data consultation|Consulta de datos|Datenkonsultation
main.LicenseDetail.maxBackupData|Sauvegarde des données|Backing up data|Copia de seguridad de datos|Daten sichern
main.LicenseDetail.duration|Durée d'engagement|Duration of commitment|Duración del compromiso|Dauer der Verpflichtung
main.LicenseDetail.maxUsers|Nombre d'utilisateurs|Number of users|Número de usuarios|Anzahl der Benutzer
main.LicenseDetail.LICENSE_KEY_KimoCLOUDFREE|Niveau 4|Level 4|Nivel 4|Stufe 4
main.LicenseDetail.LICENSE_KEY_MC4|Niveau 4|Level 4|Nivel 4|Stufe 4
main.LicenseDetail.LICENSE_KEY_TL4|Niveau 4|Level 4|Nivel 4|Stufe 4
main.LicenseDetail.month|mois|month|mes|Monat
main.LicenseDetail.max|max.|max.|máx.|max.
main.LicenseDetail.LICENSE_KEY_MC2|Niveau 2|Level 2|Nivel 2|Stufe 2
main.LicenseDetail.LICENSE_KEY_MC1|Niveau 1|Level 1|Nivel 1|Stufe 1
main.LicenseDetail.LICENSE_KEY_MC3|Niveau 3|Level 3|Nivel 3|Stufe 3
main.ConfigurePage.serial|N° de série|Serial number|Número de serie|Seriennummer
main.ConfigurePage.version|Version|Version|versión|Version
main.ConfigurePage.unit|Unité|UNITA ©|UNITA ©|UNITA ©
main.ConfigurePage.configureDevice|Configuration|Configuration|configuración|Konfiguration
main.LicenseDetail.slidingMonth|mois glissants|rolling months|meses de rodaje|rollende Monate
main.LicenseDetail.renew|Modifier / Renouveler|Edit / Renew|Editar / Renovar|Bearbeiten / Erneuern
main.ConfigurePage.configureError|Erreur de configuration|Configuration error|Error de configuración|Konfigurationsfehler
main.ConfigurePage.loraNetwork|Réseau Lora|Lora Network|Lora Network|Lora-Netzwerk
main.ConfigurePage.configureSuccess|Configuration de l'appareil réussie|Configuration of the successful device|Configuración del dispositivo exitoso|Konfiguration des erfolgreichen Geräts
main.ConfigurePage.informationDevice|Appareil|Apparatus|aparato|Apparat
main.ConfigurePage.Designation|Nom|Name|apellido|Name
main.ConfigurePage.Intervals|Intervalles|intervals|intervalos|Intervalle
main.ConfigurePage.IntervalEnregistrement|Intervalle d'enregistrement|Recording interval|Intervalo de grabación|Aufzeichnungsintervall
main.ConfigurePage.IntervalMesure|Intervalle de mesure|Measurement interval|Intervalo de medición|Messintervall
main.ConfigurePage.configureChannels|Configuration des voies|Channel configuration|Configuración del canal|Kanalkonfiguration
main.ConfigurePage.configureServer|Configuration envoyée au serveur|Configuration sent to the server|Configuración enviada al servidor|Konfiguration an den Server gesendet
main.ConfigurePage.DepartType_1|Bouton|Button|botón|Taste
main.ConfigurePage.DepartType_2|Immediat|Immediate|immediat|immediat
main.ConfigurePage.Enregistrement|Enregistrement|Recording|registro|Anmeldung
main.ConfigurePage.Display|Affichage|Viewing|Viendo|Anzeigen
main.ConfigurePage.DepartType|Type de Départ|Departure type|Tipo de salida|Abreisetyp
main.ConfigurePage.Leds|LEDs|LEDs|LED|LEDs
main.ConfigurePage.DepartType_0|Par date|By date|Por fecha|Nach Datum
main.ConfigurePage.Activated|Activé|© Enabled|© Habilitado|© Aktiviert
main.ConfigurePage.Proteged|Protégé|Prota © gÃ ©|Prota © gÃ ©|Prota © gÃ ©
main.ConfigurePage.Fonctionnement|Fonctionnement|Operation|operación|Betrieb
main.ConfigurePage.DateEtHeureDepart|Date de Départ|Departure Date|Fecha de partida|Abreisedatum
main.ConfigurePage.Infos|Information de l'appareil|Device Information|Información del dispositivo|Geräteinformationen
main.ConfigurePage.tempo|Temporisation|timeout|tiempo de espera|Timeout
main.ConfigurePage.comments|Commentaires|comments|comentarios|Kommentare
main.ConfigurePage.dataset|Campagne|Campaign|campaña|Kampagne
main.ConfigurePage.record|Enregistrer|Record|registro|Rekord
main.ConfigurePage.recordMode_2|Minimum|Minimum|mínimo|Minimum
main.ConfigurePage.recordMode_1|Instantané|© instantly|© al instante|© sofort
main.ConfigurePage.recordMode_3|Maximum|Maximum|máximo|Maximum
main.ConfigurePage.recordMode_4|Moyenne|Average|promedio|Durchschnitt
main.ConfigurePage.ConfigurationAllreadyProgramed|Une configuration est déjà en cours|A configuration is already in progress|Una configuración ya está en progreso|Eine Konfiguration ist bereits in Bearbeitung
main.ConfigurePage.recordMode|Mode d'enregistrement|Registration mode|Modo de registro|Registrierungsmodus
main.ConfigurePage.hours|Heure(s)|Hour (s)|Hora (s)|Stunde (n)
main.ConfigurePage.minutes|Minute(s)|Minutes)|Minutos)|Minute (n)
main.ConfigurePage.seconds|Seconde(s)|Second (s)|Segundo (s)|Sekunde (n)
main.ConfigurePage.low|Bas|Low|bajo|niedrig
main.ConfigurePage.high|Haut|top|superior|Top
main.ConfigurePage.seuilEntre|Seuil entre {0} et {1} {2}|Threshold between {0} and {1} {2}|Umbral entre {0} y {1} {2}|Schwellenwert zwischen {0} und {1} {2}
main.ConfigurePage.stopByButton|Arrêt par bouton|Stop by button|Botón de detener|Stoppt den Knopf
main.ConfigurePage.ERROR_430|Une configuration est déjà en cours|A configuration is already in progress|Una configuración ya está en progreso|Eine Konfiguration ist bereits in Bearbeitung
main.ConfigurePage.enableThresholds|Activer seuils|Activate thresholds|Activar umbrales|Aktivieren Sie Schwellenwerte
main.ConfigurePage.thresholds|Seuils alarme|Alarm thresholds|Umbrales de alarma|Alarmschwellen
main.ConfigurePage.ERROR_417|Erreur 417 inconnue|Error 417 unknown|Error 417 desconocido|Fehler 417 unbekannt
main.ConfigurePage.ERROR_500|Erreur 500 inconnue|Error 500 unknown|Error 500 desconocido|Fehler 500 unbekannt
main.ConfigurePage.ERROR_512|Erreur 512 inconnue|Unknown error 512|Error desconocido 512|Unbekannter Fehler 512
main.ConfigurePage.ERROR_408|Configuration impossible : le KILOG ne semble pas connecté au CLOUD|Impossible configuration: KILOG does not seem connected to CLOUD|Configuración imposible: KILOG no parece estar conectado a CLOUD|Unmögliche Konfiguration: KILOG scheint nicht mit CLOUD verbunden zu sein
main.ConfigurePage.ERROR_220|Erreur 220 inconnue|Error 220 unknown|Error 220 desconocido|Fehler 220 unbekannt
main.ConfigurePage.loadConfiguration|Charger une configuration|Load a configuration|Cargar una configuración|Laden Sie eine Konfiguration
main.ConfigurePage.validmulti|**Configuration multiple|** Multiple configuration|** Configuración múltiple|** Mehrfachkonfiguration
main.ConfigurePage.success|Configuration envoyée avec succés|Configuration sent successfully|Configuración enviada con éxito|Konfiguration erfolgreich gesendet
main.ConfigurePage.cfr21dialogPasswordLabel|Votre mot de passe|Your password|su contraseña|Dein Passwort
main.ConfigurePage.cfr21dialogTitle|Identification et justification|Identification and justification|Identificación y justificación|Identifikation und Rechtfertigung
main.ConfigurePage.cfr21dialogerror_fields|Tous les champs doivent obligatoirement être renseignés.|All fields must be filled in.|Todos los campos deben ser completados|Alle Felder müssen ausgefüllt werden.
main.ConfigurePage.cfr21dialogCommentLabel|La justification pour ce changement de configuration|The justification for this configuration change|La justificación para este cambio de configuración|Die Begründung für diese Konfiguration ändert sich
main.ConfigurePage.cfr21dialogDesc|Merci de vous identifier avant de procéder au changement de configuration|Please identify yourself before proceeding with the configuration change|Identifíquese antes de continuar con el cambio de configuración|Bitte identifizieren Sie sich, bevor Sie mit der Konfigurationsänderung fortfahren
main.ConfigurePage.validmultihelp|**Envoyer cette configuration à une selection d' appareils compatibles de ce site|** Send this configuration to a selection of compatible devices from this site|** Envíe esta configuración a una selección de dispositivos compatibles desde este sitio|** Senden Sie diese Konfiguration von dieser Site an eine Auswahl kompatibler Geräte
main.ConfigurePage.INVALID_DATE_TIME|**Format de date invalide: DD/MM/YYYY HH:MM|** Invalid date format: DD / MM / YYYY HH: MM|** Formato de fecha no válido: DD / MM / AAAA HH: MM|** Ungültiges Datumsformat: TT / MM / JJJJ HH: MM
main.ConfigurePage.templatedialogTitle|Sélectionner un modèle de configuration|Select a configuration template|Seleccione una plantilla de configuración|Wählen Sie eine Konfigurationsvorlage aus
main.ConfigurePage.templatedialogLabel|Liste des configurations compatibles avec votre appareil|List of configurations compatible with your device|Lista de configuraciones compatibles con su dispositivo|Liste der Konfigurationen, die mit Ihrem Gerät kompatibel sind
main.ConfigurePage.templatedialogDesc|Veuillez sélectionnez un modèle de configuration ci dessous. Celui ci sera appliqué à l'appreil choisi.|Please select a configuration template below. |Por favor, seleccione una plantilla de configuración a continuación. |Bitte wählen Sie eine Konfigurationsvorlage aus. 
main.ConfigurePage.INVALID_CONFIG_FORMAT|Configuration invalide, annulation|Invalid configuration, cancellation|Configuración inválida, cancelación|Ungültige Konfiguration, Stornierung
main.ConfigurePage.templatedialogerror_fields|Aucune configuration n'a été sélectionnée.|No configuration has been selected.|No se ha seleccionado ninguna configuración.|Es wurde keine Konfiguration ausgewählt.
main.ConfigurePage.NO_CANAL_CONFIG|Aucun canal de configuration défini|No configuration channel defined|Sin canal de configuración definido|Kein Konfigurationskanal definiert
main.ConfigurePage.NO_MODE|Aucun mode d'affichage de défini|No display mode of defined|Sin modo de visualización de definido|Kein Anzeigemodus von definiert
main.ConfigurePage.NO_RECORD_TYPE|Aucun type d'enregistrement défini.|No record type defined.|Sin tipo de registro definido.|Kein Datensatztyp definiert
main.ConfigurePage.NO_MESURE_TIME|Durée de mesure non définie|Measurement time undefined|Tiempo de medición indefinido|Messzeit undefiniert
main.ConfigurePage.NO_START_TYPE|Aucun type de départ défini|No type of defined departure|Ningún tipo de partida definida|Keine Art der definierten Abfahrt
main.ConfigurePage.NO_RECORD_TIME|Durée d'enregistrement non définie|Recording time undefined|Tiempo de grabación indefinido|Aufnahmezeit undefiniert
main.ConfigurePage.NO_CAMPAGNE_NAME|Aucun nom de campagne de défini|No defined campaign name|Sin nombre de campaña definido|Kein definierter Kampagnenname
main.ConfigurePage.INVALID_CANAL|Canal de configuration invalide|Invalid configuration channel|Canal de configuración inválido|Ungültiger Konfigurationskanal
main.ConfigurePage.INVALID_MODE|Mode d'affichage invalide|Invalid display mode|Modo de visualización inválido|Ungültiger Anzeigemodus
main.ConfigurePage.INVALID_RECORD_TIME|Durée d'enregistrement non valide|Invalid recording time|Tiempo de grabación no válido|Ungültige Aufnahmezeit
main.ConfigurePage.INVALID_LED_ALARM|Aucun mode LED pour les alarmes de défini.|No LED mode for defined alarms.|Sin modo LED para alarmas definidas.|Kein LED-Modus für definierte Alarme.
main.ConfigurePage.INVALID_LED_ON|Aucun mode LED pour le voyant actif de défini|No LED mode for the active indicator of de fi ned|No hay modo LED para el indicador activo de de fi nido|Kein LED-Modus für den aktiven Indikator defined
main.ConfigurePage.INVALID_CAMPAGNE_NAME_LENGTH|Le nom de campagne doit faire au minimum 3 caractères et au maximum 20|Campaign name must be at least 3 characters and at most 20|El nombre de la campaña debe tener al menos 3 caracteres y como máximo 20|Kampagnenname muss mindestens 3 und höchstens 20 Zeichen lang sein
main.ConfigurePage.INVALID_MESURE_TIME|Durée de mesure invalide: doit etre compris entre ...|Invalid measurement time: must be between ...|Tiempo de medición no válido: debe estar entre ...|Ungültige Messzeit: muss zwischen ... liegen
main.ConfigurePage.INVALID_RECORD_TYPE|Type d'enrgistrement de mesure invalide.|Invalid measurement recording type.|Tipo de grabación de medición inválida.|Ungültiger Messwertaufzeichnungstyp
main.ConfigurePage.INVALID_DATE_FORMAT|Format de la date de départ incorrect|Invalid departure date format|Formato de fecha de salida no válido|Ungültiges Abreisedatumformat
main.ConfigurePage.INVALID_START_TYPE|le type de départ doit être par date, par bouton ou immédiat|the type of departure must be by date, button or immediate|el tipo de salida debe ser por fecha, botón o inmediato|Die Art der Abreise muss nach Datum, Knopf oder Sofort erfolgen
main.ConfigurePage.INVALID_SEUIL_FORMAT|Format de seuil invalide: doit etre un nombre strictement positif|Invalid threshold format: must be a strictly positive number|Formato de umbral inválido: debe ser un número estrictamente positivo|Ungültiges Schwellenwertformat: Muss eine streng positive Zahl sein
main.ConfigurePage.INVALID_TEMPO_FORMAT|Format de temporisation invalide: doit etre un nombre strictement positif.|Invalid timing format: must be a strictly positive number.|Formato de tiempo inválido: debe ser un número estrictamente positivo.|Ungültiges Timing-Format: Muss eine streng positive Zahl sein.
main.ConfigurePage.INVALID_CHANNEL_REF_PROBE|Type de sonde inconnue|Unknown probe type|Tipo de sonda desconocido|Unbekannter Sondentyp
main.ConfigurePage.INVALID_CHANNEL_NUMBER|Numéro de voie invalide|Invalid lane number|Número de carril inválido|Ungültige Lane-Nummer
main.ConfigurePage.INVALID_CHANNEL_NAME|Nom de voie invalide: doit faire au maximum 15 caractères|Invalid channel name: must be a maximum of 15 characters|Nombre del canal inválido: debe tener un máximo de 15 caracteres|Ungültiger Kanalname: Muss maximal 15 Zeichen lang sein
